"card_url","card_name","card_image","card_number","card_cost_attribute","card_att_def","card_type","card_race","card_artist","card_expansion","card_text","card_flavor_text","card_all_sets"
"http://www.fowtcg.com/card/1660","Vlad Tepes(J)","http://d12h0em1d7ppg.cloudfront.net/items/16/1660/image_en/1485246969.jpg","VIN001-075J","","800 / 1000","J-ruler","Vampire","鍋島テツヒロ","Vingolf ""Engage Knights""","Activate
[B][2], banish a darkness resonator: This card gains [Imperishable] until end of turn.","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1661","Leonardo da Vinci","http://d12h0em1d7ppg.cloudfront.net/items/16/1661/image_en/1485246970.jpg","VIN001-076","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","600 / 600","Resonator","Artist","Prime","Vingolf ""Engage Knights""","Activate
[1]: Choose an attribute. This card becomes the chosen attribute until end of turn.","""A little while ago I came up with this very good idea... Speaking of which, would you mind being the subject for my experiment?""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1662","Ryoma Sakamoto","http://d12h0em1d7ppg.cloudfront.net/items/16/1662/image_en/1485246971.jpg","VIN001-077","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/02.png","400 / 400","Resonator","Musketeer","人丸","Vingolf ""Engage Knights""","Activate
[1]: Produce one will of any attribute.","""C-come on, let's not fight! We should all be friends, and be like 'love and peace'!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1663","Shakespeare","http://d12h0em1d7ppg.cloudfront.net/items/16/1663/image_en/1485246973.jpg","VIN001-078","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","400 / 400","Resonator","Poet","戦友","Vingolf ""Engage Knights""","Automatic
When this card enters your field, look at the top card of your magic stone deck. If you don't control a magic stone with the same name as that card, you may put it into your field.","""Don't worry, your pitiable existence will become my sustenance. So feel free to fall down whenever you're ready, ahahah!""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1664","Socrates","http://d12h0em1d7ppg.cloudfront.net/items/16/1664/image_en/1485246975.jpg","VIN001-079","http://d12h0em1d7ppg.cloudfront.net/docs/icons/cost/03.png","400 / 400","Resonator","Philosopher","cuboon","Vingolf ""Engage Knights""","Continuous
This card gains [+200/+200] for each different attribute among cards you control.","""Socrates once said: 'Eat to live, don't live to eat'.""","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1665","Magic Stone of Black Silence","http://d12h0em1d7ppg.cloudfront.net/items/16/1665/image_en/1485246979.jpg","VIN001-080","","","Special Magic Stone","","影山キナ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [G] or [B].","A darkness cast from the absence of light; A tranquility devoid of all sound.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1666","Magic Stone of Blasting Waves","http://d12h0em1d7ppg.cloudfront.net/items/16/1666/image_en/1485246980.jpg","VIN001-081","","","Special Magic Stone","","サウマロ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [G] or [R].","A wind that can blow through everything; A fire that can burn through all.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1667","Magic Stone of Dark Depth","http://d12h0em1d7ppg.cloudfront.net/items/16/1667/image_en/1485246981.jpg","VIN001-082","","","Special Magic Stone","","夕子","Vingolf ""Engage Knights""","Activate
[rest]: Produce [B] or [U].","Movements within the dark and murky depths.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1668","Magic Stone of Deep Wood","http://d12h0em1d7ppg.cloudfront.net/items/16/1668/image_en/1485246983.jpg","VIN001-083","","","Special Magic Stone","","影山キナ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [G] or [U].","A divine blessing for nature's growth; An oasis to quench all thirsts.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1669","Magic Stone of Gusting Skies","http://d12h0em1d7ppg.cloudfront.net/items/16/1669/image_en/1485246985.jpg","VIN001-084","","","Special Magic Stone","","アサヒナ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [W] or [G].","A momentary shine that reflects in the sky.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1670","Magic Stone of Hearth's Core","http://d12h0em1d7ppg.cloudfront.net/items/16/1670/image_en/1485246987.jpg","VIN001-085","","","Special Magic Stone","","影山キナ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [R] or [U].","A passion like burning flames; A presence as cold as ice.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1671","Magic Stone of Heat Ray","http://d12h0em1d7ppg.cloudfront.net/items/16/1671/image_en/1485246989.jpg","VIN001-086","","","Special Magic Stone","","影山キナ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [W] or [R].","A piercing gleam of blinding light; An incandescent glow that cannot be touched.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1672","Magic Stone of Heaven's Rift","http://d12h0em1d7ppg.cloudfront.net/items/16/1672/image_en/1485246990.jpg","VIN001-087","","","Special Magic Stone","","影山キナ","Vingolf ""Engage Knights""","Activate
[rest]: Produce [W] or [B].","A cursed darkness that covers all; A holy light that radiates freely.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1673","Magic Stone of Light Vapors","http://d12h0em1d7ppg.cloudfront.net/items/16/1673/image_en/1485246992.jpg","VIN001-088","","","Special Magic Stone","","河北亜希","Vingolf ""Engage Knights""","Activate
[rest]: Produce [W] or [U].","The shining paths that branch from the crossroad.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1674","Magic Stone of Scorched Bales","http://d12h0em1d7ppg.cloudfront.net/items/16/1674/image_en/1485246993.jpg","VIN001-089","","","Special Magic Stone","","tokiwa","Vingolf ""Engage Knights""","Activate
[rest]: Produce [B] or [R].","Hidden within the night, the burning spiral of seeds.","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1675","Darkness Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/16/1675/image_en/1485246995.jpg","VIN001-090","","","Basic Magic Stone","","光芒","Vingolf ""Engage Knights""","Activate
[rest]: Produce [B].","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1676","Fire Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/16/1676/image_en/1485246996.jpg","VIN001-091","","","Basic Magic Stone","","光芒","Vingolf ""Engage Knights""","Activate
[rest]: Produce [R].","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1677","Light Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/16/1677/image_en/1485246998.jpg","VIN001-092","","","Basic Magic Stone","","光芒","Vingolf ""Engage Knights""","Activate
[rest]: Produce [W].","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1678","Water Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/16/1678/image_en/1485246999.jpg","VIN001-093","","","Basic Magic Stone","","光芒","Vingolf ""Engage Knights""","Activate
[rest]: Produce [U].","","Vingolf ""Engage Knights"""
"http://www.fowtcg.com/card/1679","Wind Magic Stone","http://d12h0em1d7ppg.cloudfront.net/items/16/1679/image_en/1485247002.jpg","VIN001-094","","","Basic Magic Stone","","光芒","Vingolf ""Engage Knights""","Activate
[rest]: Produce [G].","","Vingolf ""Engage Knights"""
